Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
MEDIUM,Lowest Common Ancestor of a Binary Search Tree,48.4,0.6742167067586909,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
MEDIUM,Longest Increasing Subsequence,48.4,0.5717088607594937,https://leetcode.com/problems/longest-increasing-subsequence,"Array, Binary Search, Dynamic Programming"
MEDIUM,Coin Change,48.4,0.45813205213292446,https://leetcode.com/problems/coin-change,"Array, Dynamic Programming, Breadth-First Search"
HARD,K-th Smallest in Lexicographical Order,48.4,0.42029733636175926,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order,Trie
MEDIUM,Meeting Rooms II,48.4,0.5191547661608963,https://leetcode.com/problems/meeting-rooms-ii,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
EASY,Binary Search,48.4,0.5914253475783925,https://leetcode.com/problems/binary-search,"Array, Binary Search"
MEDIUM,Largest Submatrix With Rearrangements,48.4,0.7521701907378648,https://leetcode.com/problems/largest-submatrix-with-rearrangements,"Array, Greedy, Sorting, Matrix"
MEDIUM,Nearest Exit from Entrance in Maze,48.4,0.4724580328078126,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze,"Array, Breadth-First Search, Matrix"
MEDIUM,Reverse Integer,48.4,0.2986435413730296,https://leetcode.com/problems/reverse-integer,Math
MEDIUM,All Nodes Distance K in Binary Tree,48.4,0.6585740529583175,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Kth Largest Element in an Array,48.4,0.6762039164543677,https://leetcode.com/problems/kth-largest-element-in-an-array,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect"
EASY,Convert Sorted Array to Binary Search Tree,48.4,0.7354589534880092,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree,"Array, Divide and Conquer, Tree, Binary Search Tree, Binary Tree"
MEDIUM,Remove K Digits,48.4,0.3444056242426607,https://leetcode.com/problems/remove-k-digits,"String, Stack, Greedy, Monotonic Stack"
