Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
MEDIUM,Rotating the Box,65.2,0.7912891570186954,https://leetcode.com/problems/rotating-the-box,"Array, Two Pointers, Matrix"
HARD,Word Ladder,65.2,0.41846750386296455,https://leetcode.com/problems/word-ladder,"Hash Table, String, Breadth-First Search"
MEDIUM,Remove Comments,55.1,0.3922243896553111,https://leetcode.com/problems/remove-comments,"Array, String"
MEDIUM,Insert Interval,55.1,0.42944188605855393,https://leetcode.com/problems/insert-interval,Array
MEDIUM,Course Schedule II,55.1,0.5263020959907138,https://leetcode.com/problems/course-schedule-ii,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
MEDIUM,Water and Jug Problem,55.1,0.42504812276572873,https://leetcode.com/problems/water-and-jug-problem,"Math, Depth-First Search, Breadth-First Search"
HARD,Largest Rectangle in Histogram,55.1,0.46599430727940705,https://leetcode.com/problems/largest-rectangle-in-histogram,"Array, Stack, Monotonic Stack"
MEDIUM,My Calendar I,55.1,0.5836125887892137,https://leetcode.com/problems/my-calendar-i,"Array, Binary Search, Design, Segment Tree, Ordered Set"
HARD,Amount of New Area Painted Each Day,55.1,0.5544797611265216,https://leetcode.com/problems/amount-of-new-area-painted-each-day,"Array, Segment Tree, Ordered Set"
HARD,Optimal Account Balancing,55.1,0.4970603718445121,https://leetcode.com/problems/optimal-account-balancing,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
MEDIUM,Insert Delete GetRandom O(1),55.1,0.5490693218065985,https://leetcode.com/problems/insert-delete-getrandom-o1,"Array, Hash Table, Math, Design, Randomized"
MEDIUM,Permutations,55.1,0.8013988654300767,https://leetcode.com/problems/permutations,"Array, Backtracking"
MEDIUM,Find All Possible Recipes from Given Supplies,55.1,0.5066344251899945,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,"Array, Hash Table, String, Graph, Topological Sort"
MEDIUM,Random Pick with Weight,55.1,0.4820817185952007,https://leetcode.com/problems/random-pick-with-weight,"Array, Math, Binary Search, Prefix Sum, Randomized"
MEDIUM,Number of Black Blocks,55.1,0.3742378936740321,https://leetcode.com/problems/number-of-black-blocks,"Array, Hash Table, Enumeration"
