Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
MEDIUM,Number of Distinct Substrings in a String,48.9,0.6439558170744296,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string,"String, Trie, Rolling Hash, Suffix Array, Hash Function"
MEDIUM,Length of the Longest Subsequence That Sums to Target,48.9,0.3667140707194831,https://leetcode.com/problems/length-of-the-longest-subsequence-that-sums-to-target,"Array, Dynamic Programming"
HARD,Make String Anti-palindrome,48.9,0.42302357836338417,https://leetcode.com/problems/make-string-anti-palindrome,"String, Greedy, Sorting, Counting Sort"
MEDIUM,Number of Substrings With Fixed Ratio,48.9,0.5553253211769581,https://leetcode.com/problems/number-of-substrings-with-fixed-ratio,"Hash Table, Math, String, Prefix Sum"
HARD,Maximum Total Beauty of the Gardens,48.9,0.2980751670988714,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens,"Array, Two Pointers, Binary Search, Greedy, Sorting"
EASY,Maximum Product of Three Numbers,48.9,0.45242243877476596,https://leetcode.com/problems/maximum-product-of-three-numbers,"Array, Math, Sorting"
MEDIUM,Destroy Sequential Targets,48.9,0.40236008362817627,https://leetcode.com/problems/destroy-sequential-targets,"Array, Hash Table, Counting"
MEDIUM,Max Area of Island,48.9,0.7292316786396303,https://leetcode.com/problems/max-area-of-island,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
HARD,Median of Two Sorted Arrays,48.9,0.4293936186016383,https://leetcode.com/problems/median-of-two-sorted-arrays,"Array, Binary Search, Divide and Conquer"
MEDIUM,Maximum Difference Score in a Grid,48.9,0.4700528548742623,https://leetcode.com/problems/maximum-difference-score-in-a-grid,"Array, Dynamic Programming, Matrix"
EASY,Climbing Stairs,48.9,0.5334307664871953,https://leetcode.com/problems/climbing-stairs,"Math, Dynamic Programming, Memoization"
MEDIUM,Number of Operations to Make Network Connected,48.9,0.6408071370953178,https://leetcode.com/problems/number-of-operations-to-make-network-connected,"Depth-First Search, Breadth-First Search, Union Find, Graph"
HARD,Get the Maximum Score,48.9,0.39827105920510575,https://leetcode.com/problems/get-the-maximum-score,"Array, Two Pointers, Dynamic Programming, Greedy"
MEDIUM,Find All Anagrams in a String,48.9,0.5182203116967022,https://leetcode.com/problems/find-all-anagrams-in-a-string,"Hash Table, String, Sliding Window"
EASY,Palindrome Linked List,48.9,0.5516248520698682,https://leetcode.com/problems/palindrome-linked-list,"Linked List, Two Pointers, Stack, Recursion"
MEDIUM,Design Circular Queue,48.9,0.5236253635437477,https://leetcode.com/problems/design-circular-queue,"Array, Linked List, Design, Queue"
EASY,Middle of the Linked List,48.9,0.8011815154246367,https://leetcode.com/problems/middle-of-the-linked-list,"Linked List, Two Pointers"
MEDIUM,Binary Tree Level Order Traversal,48.9,0.6982014112315439,https://leetcode.com/problems/binary-tree-level-order-traversal,"Tree, Breadth-First Search, Binary Tree"
MEDIUM,Minimum Cost For Tickets,48.9,0.6740565179518804,https://leetcode.com/problems/minimum-cost-for-tickets,"Array, Dynamic Programming"
MEDIUM,Shortest Path in Binary Matrix,48.9,0.491569354605964,https://leetcode.com/problems/shortest-path-in-binary-matrix,"Array, Breadth-First Search, Matrix"
MEDIUM,Course Schedule,48.9,0.4847677696142185,https://leetcode.com/problems/course-schedule,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
MEDIUM,Decode String,48.9,0.6068660634109276,https://leetcode.com/problems/decode-string,"String, Stack, Recursion"
EASY,Merge Two Sorted Lists,48.9,0.6628950602608045,https://leetcode.com/problems/merge-two-sorted-lists,"Linked List, Recursion"
HARD,Serialize and Deserialize Binary Tree,48.9,0.5835188850889353,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree"
MEDIUM,Largest Plus Sign,48.9,0.4855355987553529,https://leetcode.com/problems/largest-plus-sign,"Array, Dynamic Programming"
MEDIUM,Task Scheduler,48.9,0.610292664115186,https://leetcode.com/problems/task-scheduler,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
MEDIUM,Pacific Atlantic Water Flow,48.9,0.5691457322753702,https://leetcode.com/problems/pacific-atlantic-water-flow,"Array, Depth-First Search, Breadth-First Search, Matrix"
MEDIUM,Number of Islands,48.9,0.6158093545705631,https://leetcode.com/problems/number-of-islands,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
EASY,Merge Sorted Array,48.9,0.5225684953935437,https://leetcode.com/problems/merge-sorted-array,"Array, Two Pointers, Sorting"
MEDIUM,Find First and Last Position of Element in Sorted Array,48.9,0.4614973500363789,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,"Array, Binary Search"
HARD,Russian Doll Envelopes,48.9,0.3719137919994145,https://leetcode.com/problems/russian-doll-envelopes,"Array, Binary Search, Dynamic Programming, Sorting"
